year,teamid,score
2003,KCA,1.0506329113924051
2003,LAN,1.103896103896104
2003,MIL,0.723404255319149
2003,MIN,2.25
2003,MON,1.0506329113924051
2003,NYA,4.155737704918033
2003,NYN,0.6947368421052632
2003,OAK,2.4545454545454546
2003,PHI,1.131578947368421
2003,PIT,0.8620689655172413
2003,SDN,0.6530612244897959
2003,SEA,1.3478260869565217
2003,SFN,2.639344262295082
2003,SLN,1.103896103896104
2003,TBA,0.6363636363636364
2003,TEX,0.7802197802197802
2003,TOR,1.131578947368421
2004,ANA,2.314285714285714
2004,ARI,0.4594594594594595
2004,ATL,2.4545454545454546
2004,BAL,0.9285714285714286
2004,BOS,4.83125
2004,CHA,1.0506329113924051
2004,CHN,1.2191780821917808
2004,CIN,0.8837209302325582
2004,CLE,0.975609756097561
2004,COL,0.723404255319149
2004,DET,0.8
2004,FLO,1.0506329113924051
2004,HOU,2.1142857142857143
2004,KCA,0.5576923076923077
2004,LAN,2.3478260869565215
2004,MIL,0.7127659574468085
2004,MIN,2.314285714285714
2004,MON,0.7052631578947368
2004,NYA,2.6557377049180326
2004,NYN,0.7802197802197802
2004,OAK,1.2816901408450705
2004,PHI,1.131578947368421
2004,PIT,0.8089887640449438
2004,SDN,1.16
2004,SEA,0.6363636363636364
2004,SFN,1.2816901408450705
2004,SLN,4.342105263157895
2004,TBA,0.7692307692307693
2004,TEX,1.2191780821917808
2004,TOR,0.7127659574468085
2005,ARI,0.9058823529411765
2005,ATL,2.25
2005,BAL,0.8409090909090909
2005,BOS,2.217910447761194
2005,CHA,5.071428571428571
2005,CHN,0.9518072289156626
2005,CIN,0.8202247191011236
2005,CLE,1.3478260869565217
2005,COL,0.7052631578947368
2005,DET,0.7802197802197802
2005,FLO,1.0506329113924051
2005,HOU,3.5191780821917806
2005,KCA,0.5283018867924528
2005,LAA,2.4179104477611943
2005,LAN,0.7802197802197802
2005,MIL,1.0
2005,MIN,1.0506329113924051
2005,NYA,2.4179104477611943
2005,NYN,1.0506329113924051
2005,OAK,1.1891891891891893
2005,PHI,1.1891891891891893
2005,PIT,0.7052631578947368
2005,SDN,2.025
2005,SEA,0.7419354838709677
2005,SFN,0.8620689655172413
2005,SLN,2.6129032258064515
2005,TBA,0.7052631578947368
2005,TEX,0.9518072289156626
2005,TOR,0.975609756097561
2005,WAS,1.0
2006,ARI,0.8837209302325582
2006,ATL,0.9518072289156626
2006,BAL,0.7608695652173914
2006,BOS,1.131578947368421
2006,CHA,1.25
2006,CHN,0.6875
2006,CIN,0.975609756097561
2006,CLE,0.9285714285714286
2006,COL,0.8837209302325582
2006,DET,3.717910447761194
2006,FLO,0.9285714285714286
2006,HOU,1.025
2006,KCA,0.62
2006,LAA,1.2191780821917808
2006,LAN,1.9891891891891893
2006,MIL,0.8620689655172413
2006,MIN,2.4545454545454546
2006,NYA,2.4923076923076923
2006,NYN,2.4923076923076923
2006,OAK,2.3478260869565215
2006,PHI,1.103896103896104
2006,PIT,0.7052631578947368
2006,SDN,2.1891891891891895
2006,SEA,0.9285714285714286
2006,SFN,0.8941176470588236
2006,SLN,4.564102564102564
2006,TBA,0.6039603960396039
2006,TEX,0.975609756097561
2006,TOR,1.16
2006,WAS,0.7802197802197802
2007,ARI,2.25
2007,ATL,1.0769230769230769
2007,BAL,0.7419354838709677
2007,BOS,4.954545454545455
2007,CHA,0.8
2007,CHN,2.103896103896104
2007,CIN,0.8
2007,CLE,2.4545454545454546
2007,COL,3.5328767123287674
2007,DET,1.1891891891891893
2007,FLO,0.7802197802197802
2007,HOU,0.8202247191011236
2007,KCA,0.7419354838709677
2007,LAA,2.3823529411764706
2007,LAN,1.025
2007,MIL,1.0506329113924051
2007,MIN,0.9518072289156626
2007,NYA,2.182352941176471
2007,NYN,1.1891891891891893
2007,OAK,0.8837209302325582
2007,PHI,2.219178082191781
2007,PIT,0.723404255319149
2007,SDN,1.2027027027027026
2007,SEA,1.1891891891891893
2007,SFN,0.7802197802197802
2007,SLN,0.9285714285714286
2007,TBA,0.6875
2007,TEX,0.8620689655172413
2007,TOR,1.0506329113924051
2007,WAS,0.8202247191011236
2008,ARI,1.025
2008,ATL,0.8
2008,BAL,0.7311827956989247
2008,BOS,2.217910447761194
2008,CHA,2.2027027027027026
2008,CHN,2.515625
2008,CIN,0.8409090909090909
2008,CLE,1.0
2008,COL,0.8409090909090909
2008,DET,0.8409090909090909
2008,FLO,1.0909090909090908
2008,HOU,1.1466666666666667
2008,KCA,0.8620689655172413
2008,LAA,2.6129032258064515
2008,LAN,2.0769230769230766
2008,MIL,2.05
2008,MIN,1.1733333333333333
2008,NYA,1.2191780821917808
2008,NYN,1.2191780821917808
2008,OAK,0.872093023255814
2008,PHI,4.814285714285714
2008,PIT,0.7052631578947368
2008,SDN,0.6363636363636364
2008,SEA,0.6039603960396039
2008,SFN,0.8
2008,SLN,1.131578947368421
2008,TBA,3.9923076923076923
2008,TEX,0.9518072289156626
2008,TOR,1.131578947368421
2008,WAS,0.5784313725490197
2009,ARI,0.7608695652173914
2009,ATL,1.131578947368421
2009,BAL,0.6530612244897959
2009,BOS,2.217910447761194
2009,CHA,0.9518072289156626
2009,CHN,1.064102564102564
2009,CIN,0.9285714285714286
2009,CLE,0.6701030927835051
2009,COL,2.1142857142857143
2009,DET,1.1168831168831168
2009,FLO,1.16
2009,HOU,0.8409090909090909
2009,KCA,0.6701030927835051
2009,LAA,2.4923076923076923
2009,LAN,2.4179104477611943
2009,MIL,0.975609756097561
2009,MIN,2.144736842105263
2009,NYA,5.245762711864407
2009,NYN,0.7608695652173914
2009,OAK,0.8620689655172413
2009,PHI,3.8478260869565215
2009,PIT,0.6262626262626263
2009,SDN,0.8620689655172413
2009,SEA,1.103896103896104
2009,SFN,1.1891891891891893
2009,SLN,2.2816901408450705
2009,TBA,1.0769230769230769
2009,TEX,1.16
2009,TOR,0.8620689655172413
2009,WAS,0.5728155339805825
2010,ARI,0.6701030927835051
2010,ATL,2.0816901408450708
2010,BAL,0.6875
2010,BOS,1.2191780821917808
2010,CHA,1.1891891891891893
2010,CHN,0.8620689655172413
2010,CIN,2.2816901408450705
2010,CLE,0.7419354838709677
2010,COL,1.0506329113924051
2010,DET,1.0
2010,FLO,0.975609756097561
2010,HOU,0.8837209302325582
2010,KCA,0.7052631578947368
2010,LAA,0.975609756097561
2010,LAN,0.975609756097561
2010,MIL,0.9058823529411765
2010,MIN,2.3823529411764706
2010,NYA,2.217910447761194
2010,NYN,0.9518072289156626
2010,OAK,1.0
2010,PHI,2.4923076923076923
2010,PIT,0.5428571428571428
2010,SDN,1.25
2010,SEA,0.6039603960396039
2010,SFN,4.814285714285714
2010,SLN,1.131578947368421
2010,TBA,2.4545454545454546
2010,TEX,3.75
2010,TOR,1.103896103896104
2010,WAS,0.7419354838709677
2011,ARI,2.3823529411764706
2011,ATL,1.2191780821917808
2011,BAL,0.7419354838709677
2011,BOS,1.25
2011,CHA,0.9518072289156626
2011,CHN,0.7802197802197802
2011,CIN,0.9518072289156626
2011,CLE,0.975609756097561
2011,COL,0.8202247191011236
2011,DET,2.4179104477611943
2011,FLO,0.8
2011,HOU,0.5283018867924528
2011,KCA,0.7802197802197802
2011,LAA,1.131578947368421
2011,LAN,1.0379746835443038
2011,MIL,2.4545454545454546
2011,MIN,0.6363636363636364
2011,NYA,2.4923076923076923
2011,NYN,0.9058823529411765
2011,OAK,0.8409090909090909
2011,PHI,2.7
2011,PIT,0.8
2011,SDN,0.7802197802197802
2011,SEA,0.7052631578947368
2011,SFN,1.131578947368421
2011,SLN,4.55
2011,TBA,2.0816901408450708
2011,TEX,3.9545454545454546
2011,TOR,1.0
2011,WAS,0.9876543209876543
2012,ARI,1.0
2012,ATL,2.182352941176471
2012,BAL,2.1478260869565218
2012,BOS,0.7419354838709677
2012,CHA,1.103896103896104
2012,CHN,0.6039603960396039
2012,CIN,2.4923076923076923
2012,CLE,0.723404255319149
2012,COL,0.6530612244897959
2012,DET,3.6891891891891895
2012,HOU,0.514018691588785
2012,KCA,0.8
2012,LAA,1.2191780821917808
2012,LAN,1.131578947368421
2012,MIA,0.7419354838709677
2012,MIL,1.0506329113924051
2012,MIN,0.6875
2012,NYA,2.4179104477611943
2012,NYN,0.8409090909090909
2012,OAK,2.3823529411764706
2012,PHI,1.0
2012,PIT,0.9518072289156626
2012,SDN,0.8837209302325582
2012,SEA,0.8620689655172413
2012,SFN,4.882352941176471
2012,SLN,1.9891891891891893
2012,TBA,1.25
2012,TEX,2.1478260869565218
2012,TOR,0.8202247191011236
2012,WAS,2.53125
2013,ARI,1.0
2013,ATL,2.4545454545454546
2013,BAL,1.103896103896104
2013,BOS,4.992307692307692
2013,CHA,0.6363636363636364
2013,CHN,0.6875
2013,CIN,2.05
2013,CLE,2.1142857142857143
2013,COL,0.8409090909090909
2013,DET,2.3478260869565215
2013,HOU,0.4594594594594595
2013,KCA,1.131578947368421
2013,LAA,0.9285714285714286
2013,LAN,2.314285714285714
2013,MIA,0.62
2013,MIL,0.8409090909090909
2013,MIN,0.6875
2013,NYA,1.103896103896104
2013,NYN,0.8409090909090909
2013,OAK,2.4545454545454546
2013,PHI,0.8202247191011236
2013,PIT,2.182352941176471
2013,SDN,0.8837209302325582
2013,SEA,0.7802197802197802
2013,SFN,0.8837209302325582
2013,SLN,3.9923076923076923
2013,TBA,2.095774647887324
2013,TEX,1.2638888888888888
2013,TOR,0.8409090909090909
2013,WAS,1.131578947368421
2014,ARI,0.6530612244897959
2014,ATL,0.9518072289156626
2014,BAL,2.4545454545454546
2014,BOS,0.7802197802197802
2014,CHA,0.8202247191011236
2014,CHN,0.8202247191011236
2014,CIN,0.8837209302325582
2014,CLE,1.103896103896104
2014,COL,0.6875
2014,DET,2.25
2014,HOU,0.7608695652173914
2014,KCA,3.5191780821917806
2014,LAA,2.53125
2014,LAN,2.3823529411764706
2014,MIA,0.9058823529411765
2014,MIL,1.025
2014,MIN,0.7608695652173914
2014,NYA,1.0769230769230769
2014,NYN,0.9518072289156626
2014,OAK,1.9891891891891893
2014,PHI,0.8202247191011236
2014,PIT,1.9891891891891893
2014,SDN,0.9058823529411765
2014,SEA,1.16
2014,SFN,4.489189189189189
2014,SLN,2.25
2014,TBA,0.9058823529411765
2014,TEX,0.7052631578947368
2014,TOR,1.0506329113924051
2014,WAS,2.4545454545454546
2015,ARI,0.9518072289156626
2015,ATL,0.7052631578947368
2015,BAL,1.0
2015,BOS,0.9285714285714286
2015,CHA,0.8837209302325582
2015,CHN,2.292307692307692
2015,CIN,0.6530612244897959
2015,CLE,1.0125
2015,COL,0.723404255319149
2015,DET,0.8505747126436781
2015,HOU,1.931578947368421
2015,KCA,4.917910447761194
2015,LAA,1.103896103896104
2015,LAN,2.314285714285714
2015,MIA,0.7802197802197802
2015,MIL,0.723404255319149
2015,MIN,1.0506329113924051
2015,NYA,1.96
2015,NYN,3.75
2015,OAK,0.723404255319149
2015,PHI,0.6363636363636364
2015,PIT,2.33125
2015,SDN,0.8409090909090909
2015,SEA,0.8837209302325582
2015,SFN,1.0769230769230769
2015,SLN,2.6129032258064515
2015,TBA,0.975609756097561
2015,TEX,2.1891891891891895
2015,TOR,2.3478260869565215
2015,WAS,1.0506329113924051
2016,ARI,0.7419354838709677
2016,ATL,0.7311827956989247
2016,BAL,2.0191780821917806
2016,BOS,2.3478260869565215
2016,CHA,0.9285714285714286
2016,CHN,5.275862068965518
2016,CIN,0.723404255319149
2016,CLE,3.9029850746268657
2016,COL,0.8620689655172413
2016,DET,1.1466666666666667
2016,HOU,1.0769230769230769
2016,KCA,1.0
2016,LAA,0.8409090909090909
2016,LAN,2.2816901408450705
2016,MIA,0.9634146341463414
2016,MIL,0.8202247191011236
2016,MIN,0.5728155339805825
2016,NYA,1.0769230769230769
2016,NYN,1.96
2016,OAK,0.7419354838709677
2016,PHI,0.7802197802197802
2016,PIT,0.9397590361445783
2016,SDN,0.723404255319149
2016,SEA,1.131578947368421
2016,SFN,1.96
2016,SLN,1.131578947368421
2016,TBA,0.723404255319149
2016,TEX,2.4179104477611943
2016,TOR,2.0191780821917806
2016,WAS,2.4179104477611943
